recv_ms,asset,bid,ask
1783360971009,757189228306,0.79,0.8
1783360971009,449634494889,0.2,0.21
1783360972005,757189228306,0.79,0.8
1783360972005,449634494889,0.2,0.21
1783360972006,449634494889,0.19,0.21
1783360972006,757189228306,0.79,0.81
1783360972006,757189228306,0.8,0.81
1783360972006,449634494889,0.19,0.2
1783360972313,449634494889,0.18,0.2
1783360972313,757189228306,0.8,0.82
1783360972620,757189228306,0.8,0.84
1783360972620,449634494889,0.16,0.2
1783360972620,757189228306,0.8,0.83
1783360972620,449634494889,0.17,0.2
1783360972621,449634494889,0.19,0.2
1783360972621,757189228306,0.8,0.81
1783360972621,449634494889,0.17,0.2
1783360972621,757189228306,0.8,0.83
1783360972621,757189228306,0.81,0.83
1783360972621,449634494889,0.17,0.19
1783360972622,757189228306,0.81,0.85
1783360972622,449634494889,0.15,0.19
1783360972623,449634494889,0.14,0.19
1783360972623,757189228306,0.81,0.86
1783360972624,757189228306,0.82,0.86
1783360972624,449634494889,0.14,0.18
1783360972624,757189228306,0.83,0.86
1783360972624,449634494889,0.14,0.17
1783360972722,449634494889,0.13,0.17
1783360972722,757189228306,0.83,0.87
1783360972723,449634494889,0.13,0.15
1783360972723,757189228306,0.85,0.87
1783360972724,449634494889,0.12,0.15
1783360972724,757189228306,0.85,0.88
1783360972825,449634494889,0.14,0.15
1783360972825,757189228306,0.85,0.86
1783360972859,449634494889,0.12,0.15
1783360972859,757189228306,0.85,0.88
1783360972871,449634494889,0.12,0.14
1783360972871,757189228306,0.86,0.88
1783360972872,757189228306,0.87,0.88
1783360972872,449634494889,0.12,0.13
1783360973000,757189228306,0.87,0.88
1783360973000,449634494889,0.12,0.13
1783360974052,757189228306,0.87,0.88
1783360974052,449634494889,0.12,0.13
1783360975178,757189228306,0.87,0.88
1783360975178,449634494889,0.12,0.13
1783360975697,449634494889,0.11,0.13
1783360975697,757189228306,0.87,0.89
1783360975718,757189228306,0.88,0.89
1783360975718,449634494889,0.11,0.12
1783360976003,757189228306,0.88,0.89
1783360976003,449634494889,0.11,0.12
1783360977003,757189228306,0.88,0.89
1783360977003,449634494889,0.11,0.12
1783360977638,757189228306,0.87,0.89
1783360977638,449634494889,0.11,0.13
1783360977646,449634494889,0.12,0.13
1783360977646,757189228306,0.87,0.88
1783360977770,449634494889,0.13,0.14
1783360977770,757189228306,0.86,0.87
1783360978148,757189228306,0.86,0.87
1783360978148,449634494889,0.13,0.14
1783360979070,757189228306,0.86,0.87
1783360979070,449634494889,0.13,0.14
1783360980001,449634494889,0.13,0.14
1783360980001,757189228306,0.86,0.87
1783360981004,757189228306,0.86,0.87
1783360981004,449634494889,0.13,0.14
1783360981324,449634494889,0.12,0.14
1783360981324,757189228306,0.86,0.88
1783360981324,757189228306,0.87,0.88
1783360981324,449634494889,0.12,0.13
1783360981325,449634494889,0.11,0.13
1783360981325,757189228306,0.87,0.89
1783360981425,757189228306,0.88,0.89
1783360981425,449634494889,0.11,0.12
1783360981715,449634494889,0.1,0.12
1783360981715,757189228306,0.88,0.9
1783360981765,757189228306,0.89,0.9
1783360981765,449634494889,0.1,0.11
1783360982039,757189228306,0.89,0.9
1783360982039,449634494889,0.1,0.11
1783360983003,757189228306,0.89,0.9
1783360983003,449634494889,0.1,0.11
1783360983883,449634494889,0.08,0.11
1783360983883,757189228306,0.89,0.92
1783360983951,757189228306,0.91,0.92
1783360983951,449634494889,0.08,0.09
1783360984004,449634494889,0.08,0.09
1783360984004,757189228306,0.91,0.92
1783360985000,449634494889,0.08,0.09
1783360985000,757189228306,0.91,0.92
1783360985727,757189228306,0.9,0.92
1783360985727,449634494889,0.08,0.1
1783360985772,757189228306,0.91,0.92
1783360985772,449634494889,0.08,0.09
1783360986000,757189228306,0.91,0.92
1783360986000,449634494889,0.08,0.09
1783360986239,757189228306,0.9,0.92
1783360986239,449634494889,0.08,0.1
1783360986239,449634494889,0.09,0.1
1783360986239,757189228306,0.9,0.91
1783360987159,757189228306,0.9,0.91
1783360987159,449634494889,0.09,0.1
1783360988005,757189228306,0.9,0.91
1783360988005,449634494889,0.09,0.1
1783360989002,757189228306,0.9,0.91
1783360989002,449634494889,0.09,0.1
1783360990027,757189228306,0.9,0.91
1783360990027,449634494889,0.09,0.1
1783360991017,757189228306,0.9,0.91
1783360991017,449634494889,0.09,0.1
1783360992027,757189228306,0.9,0.91
1783360992027,449634494889,0.09,0.1
1783360993002,757189228306,0.9,0.91
1783360993002,449634494889,0.09,0.1
1783360993316,757189228306,0.88,0.91
1783360993316,449634494889,0.09,0.12
1783360993335,449634494889,0.1,0.12
1783360993335,757189228306,0.88,0.9
1783360993359,757189228306,0.87,0.9
1783360993359,449634494889,0.1,0.13
1783360993363,757189228306,0.86,0.9
1783360993363,449634494889,0.1,0.14
1783360993409,449634494889,0.11,0.14
1783360993409,757189228306,0.86,0.89
1783360993815,449634494889,0.12,0.14
1783360993815,757189228306,0.86,0.88
1783360993875,449634494889,0.13,0.14
1783360993875,757189228306,0.86,0.87
1783360994010,449634494889,0.13,0.14
1783360994010,757189228306,0.86,0.87
1783360995009,757189228306,0.86,0.87
1783360995009,449634494889,0.13,0.14
1783360996014,757189228306,0.86,0.87
1783360996014,449634494889,0.13,0.14
1783360996385,757189228306,0.85,0.87
1783360996385,449634494889,0.13,0.15
1783360996683,757189228306,0.84,0.87
1783360996683,449634494889,0.13,0.16
1783360996854,449634494889,0.15,0.16
1783360996854,757189228306,0.84,0.85
1783360996860,757189228306,0.83,0.85
1783360996860,449634494889,0.15,0.17
1783360997013,757189228306,0.83,0.85
1783360997013,449634494889,0.15,0.17
1783360997014,449634494889,0.13,0.17
1783360997014,757189228306,0.83,0.87
1783360997297,757189228306,0.83,0.86
1783360997297,449634494889,0.14,0.17
1783360997317,757189228306,0.84,0.86
1783360997317,449634494889,0.14,0.16
1783360997400,757189228306,0.83,0.86
1783360997400,449634494889,0.14,0.17
1783360997605,449634494889,0.15,0.17
1783360997605,757189228306,0.83,0.85
1783360997605,449634494889,0.14,0.17
1783360997605,757189228306,0.83,0.86
1783360997606,449634494889,0.16,0.17
1783360997606,757189228306,0.83,0.84
1783360997606,449634494889,0.17,0.18
1783360997606,757189228306,0.82,0.83
1783360998029,449634494889,0.17,0.18
1783360998029,757189228306,0.82,0.83
1783360999001,757189228306,0.82,0.83
1783360999001,449634494889,0.17,0.18
1783360999970,449634494889,0.16,0.18
1783360999970,757189228306,0.82,0.84
1783361000024,449634494889,0.16,0.18
1783361000024,757189228306,0.82,0.84
1783361000041,449634494889,0.16,0.17
1783361000041,757189228306,0.83,0.84
1783361000267,449634494889,0.14,0.17
1783361000267,757189228306,0.83,0.86
1783361000370,757189228306,0.84,0.86
1783361000370,449634494889,0.14,0.16
1783361000371,449634494889,0.11,0.16
1783361000371,757189228306,0.84,0.89
1783361000371,757189228306,0.85,0.89
1783361000371,449634494889,0.11,0.15
1783361000472,757189228306,0.87,0.89
1783361000472,449634494889,0.11,0.13
1783361000472,449634494889,0.1,0.13
1783361000472,757189228306,0.87,0.9
1783361000472,757189228306,0.85,0.9
1783361000472,449634494889,0.1,0.15
1783361000595,757189228306,0.89,0.9
1783361000595,449634494889,0.1,0.11
1783361000632,757189228306,0.89,0.92
1783361000632,449634494889,0.08,0.11
1783361000742,449634494889,0.1,0.11
1783361000742,757189228306,0.89,0.9
1783361000745,757189228306,0.91,0.92
1783361000745,449634494889,0.08,0.09
1783361000984,757189228306,0.9,0.92
1783361000984,449634494889,0.08,0.1
1783361000986,757189228306,0.91,0.92
1783361000986,449634494889,0.08,0.09
1783361001086,757189228306,0.91,0.92
1783361001086,449634494889,0.08,0.09
1783361002111,757189228306,0.91,0.92
1783361002111,449634494889,0.08,0.09
1783361002113,449634494889,0.07,0.09
1783361002113,757189228306,0.91,0.93
1783361002113,757189228306,0.92,0.93
1783361002113,449634494889,0.07,0.08
1783361002115,757189228306,0.93,0.94
1783361002115,449634494889,0.06,0.07
1783361002214,449634494889,0.05,0.07
1783361002214,757189228306,0.93,0.95
1783361002215,757189228306,0.94,0.95
1783361002215,449634494889,0.05,0.06
1783361003135,757189228306,0.94,0.95
1783361003135,449634494889,0.05,0.06
1783361004055,757189228306,0.94,0.95
1783361004055,449634494889,0.05,0.06
1783361005001,757189228306,0.94,0.95
1783361005001,449634494889,0.05,0.06
1783361005571,449634494889,0.03,0.06
1783361005571,757189228306,0.94,0.97
1783361005797,757189228306,0.95,0.97
1783361005797,449634494889,0.03,0.05
1783361005797,757189228306,0.96,0.97
1783361005797,449634494889,0.03,0.04
1783361006008,449634494889,0.03,0.04
1783361006008,757189228306,0.96,0.97
1783361007025,757189228306,0.96,0.97
1783361007025,449634494889,0.03,0.04
1783361008000,757189228306,0.96,0.97
1783361008000,449634494889,0.03,0.04
1783361009017,449634494889,0.03,0.04
1783361009017,757189228306,0.96,0.97
1783361010200,449634494889,0.03,0.04
1783361010200,757189228306,0.96,0.97
1783361011019,757189228306,0.96,0.97
1783361011019,449634494889,0.03,0.04
1783361012028,449634494889,0.03,0.04
1783361012028,757189228306,0.96,0.97
1783361013170,757189228306,0.96,0.97
1783361013170,449634494889,0.03,0.04
1783361014004,757189228306,0.96,0.97
1783361014004,449634494889,0.03,0.04
1783361015012,757189228306,0.96,0.97
1783361015012,449634494889,0.03,0.04
1783361015876,757189228306,0.97,0.98
1783361015876,449634494889,0.02,0.03
1783361016139,757189228306,0.97,0.98
1783361016139,449634494889,0.02,0.03
1783361016142,757189228306,0.96,0.98
1783361016142,449634494889,0.02,0.04
1783361016142,757189228306,0.97,0.98
1783361016142,449634494889,0.02,0.03
1783361017011,757189228306,0.97,0.98
1783361017011,449634494889,0.02,0.03
1783361018084,757189228306,0.97,0.98
1783361018084,449634494889,0.02,0.03
1783361019108,757189228306,0.97,0.98
1783361019108,449634494889,0.02,0.03
1783361020030,757189228306,0.97,0.98
1783361020030,449634494889,0.02,0.03
1783361021259,757189228306,0.97,0.98
1783361021259,449634494889,0.02,0.03
1783361022006,757189228306,0.97,0.98
1783361022006,449634494889,0.02,0.03
1783361022857,757189228306,0.98,0.99
1783361022857,449634494889,0.01,0.02
1783361023103,757189228306,0.98,0.99
1783361023103,449634494889,0.01,0.02
1783361024022,757189228306,0.98,0.99
1783361024022,449634494889,0.01,0.02
1783361025047,757189228306,0.98,0.99
1783361025047,449634494889,0.01,0.02
1783361026005,757189228306,0.98,0.99
1783361026005,449634494889,0.01,0.02
1783361027101,757189228306,0.98,0.99
1783361027101,449634494889,0.01,0.02
1783361028050,757189228306,0.98,0.99
1783361028050,449634494889,0.01,0.02
1783361029004,757189228306,0.98,0.99
1783361029004,449634494889,0.01,0.02
1783361030010,757189228306,0.98,0.99
1783361030010,449634494889,0.01,0.02
1783361030575,757189228306,0.99,1
1783361030575,449634494889,0,0.01
1783361031192,757189228306,0.99,1
1783361031192,449634494889,0,0.01
1783361032011,757189228306,0.99,1
1783361032011,449634494889,0,0.01
1783361033046,757189228306,0.99,1
1783361033046,449634494889,0,0.01
1783361034161,757189228306,0.99,1
1783361034161,449634494889,0,0.01
1783361035030,757189228306,0.99,1
1783361035030,449634494889,0,0.01
1783361036005,757189228306,0.99,1
1783361036005,449634494889,0,0.01
1783361037028,757189228306,0.99,1
1783361037028,449634494889,0,0.01
1783361038053,757189228306,0.99,1
1783361038053,449634494889,0,0.01
1783361039076,757189228306,0.99,1
1783361039076,449634494889,0,0.01
1783361040006,757189228306,0.99,1
1783361040006,449634494889,0,0.01
1783361041125,757189228306,0.99,1
1783361041125,449634494889,0,0.01
1783361042017,757189228306,0.99,1
1783361042017,449634494889,0,0.01
1783361043070,757189228306,0.99,1
1783361043070,449634494889,0,0.01
1783361044040,757189228306,0.99,1
1783361044040,449634494889,0,0.01
1783361045120,757189228306,0.99,1
1783361045120,449634494889,0,0.01
1783361046023,757189228306,0.99,1
1783361046023,449634494889,0,0.01
1783361047166,757189228306,0.99,1
1783361047166,449634494889,0,0.01
1783361048021,757189228306,0.99,1
1783361048021,449634494889,0,0.01
1783361049112,757189228306,0.99,1
1783361049112,449634494889,0,0.01
1783361050033,757189228306,0.99,1
1783361050033,449634494889,0,0.01
1783361051058,757189228306,0.99,1
1783361051058,449634494889,0,0.01
1783361052082,757189228306,0.99,1
1783361052082,449634494889,0,0.01
1783361053003,757189228306,0.99,1
1783361053003,449634494889,0,0.01
1783361054130,757189228306,0.99,1
1783361054130,449634494889,0,0.01
1783361055154,757189228306,0.99,1
1783361055154,449634494889,0,0.01
1783361056075,757189228306,0.99,1
1783361056075,449634494889,0,0.01
1783361057099,757189228306,0.99,1
1783361057099,449634494889,0,0.01
1783361058010,757189228306,0.99,1
1783361058010,449634494889,0,0.01
1783361059024,757189228306,0.99,1
1783361059024,449634494889,0,0.01
1783361060171,757189228306,0.99,1
1783361060171,449634494889,0,0.01
1783361061093,757189228306,0.99,1
1783361061093,449634494889,0,0.01
1783361062018,757189228306,0.99,1
1783361062018,449634494889,0,0.01
1783361063141,757189228306,0.99,1
1783361063141,449634494889,0,0.01
1783361064011,757189228306,0.99,1
1783361064011,449634494889,0,0.01
1783361065007,757189228306,0.99,1
1783361065007,449634494889,0,0.01
1783361066008,757189228306,0.99,1
1783361066008,449634494889,0,0.01
1783361067032,757189228306,0.99,1
1783361067032,449634494889,0,0.01
1783361068057,757189228306,0.99,1
1783361068057,449634494889,0,0.01
1783361069003,757189228306,0.99,1
1783361069003,449634494889,0,0.01
1783361070005,757189228306,0.99,1
1783361070005,449634494889,0,0.01
1783361071007,757189228306,0.99,1
1783361071007,449634494889,0,0.01
1783361072050,449634494889,0,0.01
1783361072050,757189228306,0.99,1
1783361073074,757189228306,0.99,1
1783361073074,449634494889,0,0.01
1783361074000,757189228306,0.99,1
1783361074000,449634494889,0,0.01
1783361075019,757189228306,0.99,1
1783361075019,449634494889,0,0.01
1783361076044,757189228306,0.99,1
1783361076044,449634494889,0,0.01
1783361077014,757189228306,0.99,1
1783361077014,449634494889,0,0.01
1783361078001,757189228306,0.99,1
1783361078001,449634494889,0,0.01
1783361079013,757189228306,0.99,1
1783361079013,449634494889,0,0.01
1783361080038,757189228306,0.99,1
1783361080038,449634494889,0,0.01
1783361081062,757189228306,0.99,1
1783361081062,449634494889,0,0.01
1783361082086,757189228306,0.99,1
1783361082086,449634494889,0,0.01
1783361083110,757189228306,0.99,1
1783361083110,449634494889,0,0.01
1783361084009,757189228306,0.99,1
1783361084009,449634494889,0,0.01
1783361085159,757189228306,0.99,1
1783361085159,449634494889,0,0.01
1783361086079,757189228306,0.99,1
1783361086079,449634494889,0,0.01
1783361087001,757189228306,0.99,1
1783361087001,449634494889,0,0.01
1783361088020,757189228306,0.99,1
1783361088020,449634494889,0,0.01
1783361089049,757189228306,0.99,1
1783361089049,449634494889,0,0.01
1783361090008,757189228306,0.99,1
1783361090008,449634494889,0,0.01
1783361091022,757189228306,0.99,1
1783361091022,449634494889,0,0.01
1783361092018,757189228306,0.99,1
1783361092018,449634494889,0,0.01
1783361093058,757189228306,0.99,1
1783361093058,449634494889,0,0.01
1783361094066,757189228306,0.99,1
1783361094066,449634494889,0,0.01
1783361095008,757189228306,0.99,1
1783361095008,449634494889,0,0.01
1783361096012,757189228306,0.99,1
1783361096012,449634494889,0,0.01
1783361097036,757189228306,0.99,1
1783361097036,449634494889,0,0.01
1783361098035,757189228306,0.99,1
1783361098035,449634494889,0,0.01
1783361099084,757189228306,0.99,1
1783361099084,449634494889,0,0.01
1783361100009,757189228306,0.99,1
1783361100009,449634494889,0,0.01
1783361101030,757189228306,0.99,1
1783361101030,449634494889,0,0.01
1783361102009,757189228306,0.99,1
1783361102009,449634494889,0,0.01
1783361103049,640965849062,0.5,0.51
1783361103049,951595560264,0.49,0.5
1783361103062,757189228306,0.99,1
1783361103062,449634494889,0,0.01
1783361104102,951595560264,0.49,0.5
1783361104102,640965849062,0.5,0.51
1783361104104,757189228306,0.99,1
1783361104104,449634494889,0,0.01
1783361105128,757189228306,0.99,1
1783361105128,449634494889,0,0.01
1783361105128,640965849062,0.5,0.51
1783361105128,951595560264,0.49,0.5
1783361105758,640965849062,0.5,0.52
1783361105758,951595560264,0.48,0.5
1783361105772,640965849062,0.5,0.53
1783361105772,951595560264,0.47,0.5
1783361105781,640965849062,0.51,0.53
1783361105781,951595560264,0.47,0.49
1783361105799,640965849062,0.52,0.53
1783361105799,951595560264,0.47,0.48
1783361105815,640965849062,0.51,0.53
1783361105815,951595560264,0.47,0.49
1783361105820,640965849062,0.52,0.53
1783361105820,951595560264,0.47,0.48
1783361105825,640965849062,0.53,0.54
1783361105825,951595560264,0.46,0.47
1783361105834,951595560264,0.45,0.47
1783361105834,640965849062,0.53,0.55
1783361105870,951595560264,0.44,0.47
1783361105870,640965849062,0.53,0.56
1783361105883,640965849062,0.54,0.56
1783361105883,951595560264,0.44,0.46
1783361105937,951595560264,0.43,0.46
1783361105937,640965849062,0.54,0.57
1783361105937,951595560264,0.42,0.46
1783361105937,640965849062,0.54,0.58
1783361105938,951595560264,0.41,0.46
1783361105938,640965849062,0.54,0.59
1783361105948,640965849062,0.58,0.59
1783361105948,951595560264,0.41,0.42
1783361105965,951595560264,0.4,0.42
1783361105965,640965849062,0.58,0.6
1783361106005,951595560264,0.4,0.42
1783361106005,640965849062,0.58,0.6
1783361106026,951595560264,0.41,0.42
1783361106026,640965849062,0.58,0.59
1783361106040,951595560264,0.4,0.42
1783361106040,640965849062,0.58,0.6
1783361106050,449634494889,0,0.01
1783361106050,757189228306,0.99,1
1783361106142,951595560264,0.41,0.42
1783361106142,640965849062,0.58,0.59
1783361106704,640965849062,0.57,0.59
1783361106704,951595560264,0.41,0.43
1783361106709,951595560264,0.42,0.43
1783361106709,640965849062,0.57,0.58
1783361107000,951595560264,0.42,0.43
1783361107000,640965849062,0.57,0.58
1783361107072,757189228306,0.99,1
1783361107072,449634494889,0,0.01
1783361107583,640965849062,0.56,0.58
1783361107583,951595560264,0.42,0.44
1783361107584,640965849062,0.55,0.58
1783361107584,951595560264,0.42,0.45
1783361107585,640965849062,0.57,0.58
1783361107585,951595560264,0.42,0.43
1783361107586,640965849062,0.55,0.58
1783361107586,951595560264,0.42,0.45
1783361107592,951595560264,0.43,0.45
1783361107592,640965849062,0.55,0.57
1783361107611,951595560264,0.44,0.45
1783361107611,640965849062,0.55,0.56
1783361107980,640965849062,0.54,0.56
1783361107980,951595560264,0.44,0.46
1783361108198,640965849062,0.54,0.56
1783361108198,951595560264,0.44,0.46
1783361108199,640965849062,0.55,0.56
1783361108199,951595560264,0.44,0.45
1783361108199,640965849062,0.54,0.56
1783361108199,951595560264,0.44,0.46
1783361108200,951595560264,0.45,0.46
1783361108200,640965849062,0.54,0.55
1783361108200,757189228306,0.99,1
1783361108200,449634494889,0,0.01
1783361109119,951595560264,0.45,0.46
1783361109119,640965849062,0.54,0.55
1783361109120,757189228306,0.99,1
1783361109120,449634494889,0,0.01
1783361110001,951595560264,0.45,0.46
1783361110001,640965849062,0.54,0.55
1783361110081,757189228306,0.99,1
1783361110081,449634494889,0,0.01
1783361111167,640965849062,0.54,0.55
1783361111167,951595560264,0.45,0.46
1783361111167,757189228306,0.99,1
1783361111167,449634494889,0,0.01
1783361111168,640965849062,0.53,0.55
1783361111168,951595560264,0.45,0.47
1783361111271,951595560264,0.46,0.47
1783361111271,640965849062,0.53,0.54
1783361111346,951595560264,0.45,0.47
1783361111346,640965849062,0.53,0.55
1783361111347,951595560264,0.46,0.47
1783361111347,640965849062,0.53,0.54
1783361112000,640965849062,0.53,0.54
1783361112000,951595560264,0.46,0.47
1783361112076,757189228306,0.99,1
1783361112076,449634494889,0,0.01
1783361113221,757189228306,0.99,1
1783361113221,449634494889,0,0.01
1783361113221,951595560264,0.46,0.47
1783361113221,640965849062,0.53,0.54
1783361114036,951595560264,0.46,0.47
1783361114036,640965849062,0.53,0.54
1783361114106,757189228306,0.99,1
1783361114106,449634494889,0,0.01
1783361115001,951595560264,0.46,0.47
1783361115001,640965849062,0.53,0.54
1783361115041,449634494889,0,0.01
1783361115041,757189228306,0.99,1
1783361116000,640965849062,0.53,0.54
1783361116000,951595560264,0.46,0.47
1783361116082,757189228306,0.99,1
1783361116082,449634494889,0,0.01
1783361117105,640965849062,0.53,0.54
1783361117105,951595560264,0.46,0.47
1783361117112,951595560264,0.47,0.48
1783361117112,640965849062,0.52,0.53
1783361117113,951595560264,0.48,0.49
1783361117113,640965849062,0.51,0.52
1783361117142,640965849062,0.5,0.52
1783361117142,951595560264,0.48,0.5
1783361117159,640965849062,0.49,0.52
1783361117159,951595560264,0.48,0.51
1783361117188,640965849062,0.48,0.52
1783361117188,951595560264,0.48,0.52
1783361117202,640965849062,0.47,0.52
1783361117202,951595560264,0.48,0.53
1783361117206,951595560264,0.52,0.53
1783361117206,640965849062,0.47,0.48
1783361117649,951595560264,0.53,0.54
1783361117649,640965849062,0.46,0.47
1783361117811,640965849062,0.45,0.47
1783361117811,951595560264,0.53,0.55
1783361117860,951595560264,0.54,0.55
1783361117860,640965849062,0.45,0.46
1783361118029,640965849062,0.45,0.46
1783361118029,951595560264,0.54,0.55
1783361118029,640965849062,0.44,0.46
1783361118029,951595560264,0.54,0.56
1783361118029,640965849062,0.43,0.46
1783361118029,951595560264,0.54,0.57
1783361118033,640965849062,0.42,0.46
1783361118033,951595560264,0.54,0.58
1783361118042,640965849062,0.4,0.46
1783361118042,951595560264,0.54,0.6
1783361118055,951595560264,0.56,0.6
1783361118055,640965849062,0.4,0.44
1783361118131,640965849062,0.42,0.44
1783361118131,951595560264,0.56,0.58
1783361118131,951595560264,0.57,0.58
1783361118131,640965849062,0.42,0.43
1783361118233,640965849062,0.39,0.43
1783361118233,951595560264,0.57,0.61
1783361118337,640965849062,0.4,0.43
1783361118337,951595560264,0.57,0.6
1783361118337,951595560264,0.59,0.6
1783361118337,640965849062,0.4,0.41
1783361118591,640965849062,0.39,0.41
1783361118591,951595560264,0.59,0.61
1783361118622,640965849062,0.4,0.41
1783361118622,951595560264,0.59,0.6
1783361119053,640965849062,0.4,0.41
1783361119053,951595560264,0.59,0.6
1783361119248,640965849062,0.39,0.41
1783361119248,951595560264,0.59,0.61
1783361119262,640965849062,0.4,0.41
1783361119262,951595560264,0.59,0.6
1783361120179,951595560264,0.59,0.6
1783361120179,640965849062,0.4,0.41
1783361121000,951595560264,0.59,0.6
1783361121000,640965849062,0.4,0.41
1783361121818,757189228306,0.99,1
1783361121818,449634494889,0,0.01
1783361122023,951595560264,0.59,0.6
1783361122023,640965849062,0.4,0.41
1783361122229,757189228306,0.99,1
1783361122229,449634494889,0,0.01
1783361122242,951595560264,0.56,0.6
1783361122242,640965849062,0.4,0.44
1783361122266,640965849062,0.43,0.44
1783361122266,951595560264,0.56,0.57
1783361122282,951595560264,0.55,0.57
1783361122282,640965849062,0.43,0.45
1783361122383,640965849062,0.44,0.45
1783361122383,951595560264,0.55,0.56
1783361122552,951595560264,0.54,0.56
1783361122552,640965849062,0.44,0.46
1783361122552,640965849062,0.43,0.46
1783361122552,951595560264,0.54,0.57
1783361122553,640965849062,0.45,0.46
1783361122553,951595560264,0.54,0.55
1783361122985,951595560264,0.53,0.55
1783361122985,640965849062,0.45,0.47
1783361123000,951595560264,0.53,0.55
1783361123000,640965849062,0.45,0.47
1783361123000,640965849062,0.43,0.47
1783361123000,951595560264,0.53,0.57
1783361123015,951595560264,0.55,0.57
1783361123015,640965849062,0.43,0.45
1783361123086,640965849062,0.44,0.45
1783361123086,951595560264,0.55,0.56
1783361123558,757189228306,0.99,1
1783361123558,449634494889,0,0.01
1783361124071,951595560264,0.55,0.56
1783361124071,640965849062,0.44,0.45
1783361124178,640965849062,0.43,0.45
1783361124178,951595560264,0.55,0.57
1783361124236,640965849062,0.42,0.45
1783361124236,951595560264,0.55,0.58
1783361124273,640965849062,0.43,0.45
1783361124273,951595560264,0.55,0.57
1783361124481,951595560264,0.57,0.58
1783361124481,640965849062,0.42,0.43
1783361125005,640965849062,0.42,0.43
1783361125005,951595560264,0.57,0.58
1783361126118,951595560264,0.57,0.58
1783361126118,640965849062,0.42,0.43
1783361126321,449634494889,0,0.01
1783361126321,757189228306,0.99,1
1783361127018,951595560264,0.57,0.58
1783361127018,640965849062,0.42,0.43
1783361128000,951595560264,0.57,0.58
1783361128000,640965849062,0.42,0.43
1783361129006,640965849062,0.42,0.43
1783361129006,951595560264,0.57,0.58
1783361129147,951595560264,0.56,0.58
1783361129147,640965849062,0.42,0.44
1783361129151,640965849062,0.43,0.44
1783361129151,951595560264,0.56,0.57
1783361130112,951595560264,0.56,0.57
1783361130112,640965849062,0.43,0.44
1783361130112,757189228306,0.99,1
1783361130112,449634494889,0,0.01
1783361131137,951595560264,0.56,0.57
1783361131137,640965849062,0.43,0.44
1783361131137,757189228306,0.99,1
1783361131137,449634494889,0,0.01
1783361132000,951595560264,0.56,0.57
1783361132000,640965849062,0.43,0.44
1783361132242,640965849062,0.42,0.44
1783361132242,951595560264,0.56,0.58
1783361132256,951595560264,0.57,0.58
1783361132256,640965849062,0.42,0.43
1783361133007,640965849062,0.42,0.43
1783361133007,951595560264,0.57,0.58
1783361134031,640965849062,0.42,0.43
1783361134031,951595560264,0.57,0.58
1783361134452,449634494889,0,0.01
1783361134452,757189228306,0.99,1
1783361135009,951595560264,0.57,0.58
1783361135009,640965849062,0.42,0.43
1783361136020,951595560264,0.57,0.58
1783361136020,640965849062,0.42,0.43
1783361136254,757189228306,0.99,1
1783361136254,449634494889,0,0.01
1783361137001,951595560264,0.57,0.58
1783361137001,640965849062,0.42,0.43
1783361137281,640965849062,0.41,0.43
1783361137281,951595560264,0.57,0.59
1783361137438,951595560264,0.58,0.59
1783361137438,640965849062,0.41,0.42
1783361137689,640965849062,0.4,0.42
1783361137689,951595560264,0.58,0.6
1783361137930,951595560264,0.59,0.6
1783361137930,640965849062,0.4,0.41
1783361138304,640965849062,0.4,0.41
1783361138304,951595560264,0.59,0.6
1783361138337,640965849062,0.39,0.41
1783361138337,951595560264,0.59,0.61
1783361138379,951595560264,0.61,0.62
1783361138379,640965849062,0.38,0.39
1783361138381,951595560264,0.62,0.63
1783361138381,640965849062,0.37,0.38
1783361138455,640965849062,0.36,0.38
1783361138455,951595560264,0.62,0.64
1783361138516,951595560264,0.61,0.64
1783361138516,640965849062,0.36,0.39
1783361138570,640965849062,0.38,0.39
1783361138570,951595560264,0.61,0.62
1783361138919,951595560264,0.62,0.63
1783361138919,640965849062,0.37,0.38
1783361138925,640965849062,0.36,0.38
1783361138925,951595560264,0.62,0.64
1783361138996,640965849062,0.35,0.36
1783361138996,951595560264,0.64,0.65
1783361139000,951595560264,0.64,0.65
1783361139000,640965849062,0.35,0.36
1783361139535,449634494889,0,0.01
1783361139535,757189228306,0.99,1
1783361140004,951595560264,0.64,0.65
1783361140004,640965849062,0.35,0.36
1783361140780,757189228306,0.99,1
1783361140780,449634494889,0,0.01
1783361141022,640965849062,0.35,0.36
1783361141022,951595560264,0.64,0.65
1783361141582,640965849062,0.34,0.36
1783361141582,951595560264,0.64,0.66
1783361141584,951595560264,0.65,0.66
1783361141584,640965849062,0.34,0.35
1783361142000,951595560264,0.65,0.66
1783361142000,640965849062,0.34,0.35
1783361142699,640965849062,0.33,0.35
1783361142699,951595560264,0.65,0.67
1783361142769,640965849062,0.34,0.35
1783361142769,951595560264,0.65,0.66
1783361142771,951595560264,0.66,0.67
1783361142771,640965849062,0.33,0.34
1783361142971,640965849062,0.32,0.34
1783361142971,951595560264,0.66,0.68
1783361142995,951595560264,0.67,0.68
1783361142995,640965849062,0.32,0.33
1783361143000,951595560264,0.67,0.68
1783361143000,640965849062,0.32,0.33
1783361144141,951595560264,0.67,0.68
1783361144141,640965849062,0.32,0.33
