ts_ms,price,recv_ms
1783188976000,63242.60020316362,1783188976966
1783188977000,63241.35971734916,1783188978005
1783188978000,63240.71329507656,1783188979001
1783188979000,63238.86788681381,1783188980018
1783188980000,63238.1653133646,1783188981158
1783188981000,63238.06613749835,1783188982070
1783188982000,63236.28474864821,1783188982980
1783188983000,63236.18295626076,1783188984419
1783188984000,63235.79216079018,1783188985064
1783188985000,63234.16822689822,1783188986286
1783188986000,63234.501072128434,1783188987570
1783188987000,63234.50188312997,1783188988185
1783188988000,63234.61863669801,1783188989272
1783188989000,63233.89705327754,1783188990426
1783188990000,63234.21812537888,1783188991438
1783188991000,63234.424290916686,1783188992442
1783188992000,63234.424290916686,1783188993056
1783188993000,63233.94045349836,1783188994057
1783188994000,63233.982258520366,1783188995179
1783188995000,63233.38636061666,1783188996163
1783188996000,63232.101194172836,1783188997301
1783188997000,63229.80042654647,1783188999065
1783188998000,63228.01807906701,1783188999449
1783188999000,63224.68801877687,1783189000051
1783189000000,63222.979875,1783189001098
1783189001000,63221.83282952282,1783189002051
1783189002000,63221.799104009726,1783189003101
1783189003000,63222.92832,1783189004076
1783189004000,63224.617595217394,1783189004970
1783189005000,63223.858405,1783189006067
1783189006000,63223.84588,1783189007006
1783189007000,63223.82016,1783189008061
1783189008000,63223.46473,1783189009011
1783189009000,63223.597175,1783189010472
1783189010000,63223.598385,1783189010983
1783189011000,63218.787049100174,1783189012499
1783189012000,63216.938451982365,1783189013045
1783189013000,63216.00731625986,1783189014260
1783189014000,63215.83280997357,1783189015206
1783189015000,63214.31936988938,1783189016065
1783189016000,63214.74792385178,1783189017056
1783189017000,63214.74552360299,1783189018133
1783189018000,63213.682741820856,1783189019132
1783189019000,63212.05694541471,1783189020296
1783189020000,63213.24313219378,1783189021178
1783189021000,63213.43454616667,1783189022189
1783189022000,63211.74837780291,1783189023241
1783189023000,63212.09467960496,1783189024288
1783189024000,63212.0432700092,1783189025125
1783189025000,63212.03424329448,1783189026172
1783189026000,63210.92158487971,1783189027198
1783189027000,63212.046596165295,1783189028283
1783189028000,63214.33414,1783189029287
1783189029000,63214.53916205697,1783189030400
1783189030000,63217.575379872855,1783189031394
1783189031000,63220.594005881816,1783189032244
1783189032000,63221.2684852328,1783189033304
1783189033000,63222.44973,1783189034216
1783189034000,63222.516985,1783189035165
1783189035000,63224.24409462616,1783189036172
1783189036000,63224.332218386495,1783189037194
1783189037000,63224.24162113551,1783189038241
1783189038000,63224.13256759136,1783189039269
1783189039000,63229.65352386707,1783189040401
1783189040000,63232.01895082456,1783189040986
1783189041000,63230.80738997898,1783189042138
1783189042000,63230.88163694357,1783189043200
1783189043000,63231.471930992564,1783189044412
1783189044000,63230.99983171222,1783189045100
1783189045000,63232.74088230232,1783189046139
1783189046000,63233.75616630985,1783189047198
1783189047000,63233.923385,1783189048547
1783189048000,63233.96702187065,1783189049497
1783189049000,63233.96702187065,1783189050089
1783189050000,63236.04432069902,1783189051233
1783189051000,63239.952780985055,1783189053202
1783189052000,63241.9776130968,1783189053818
1783189053000,63242.880281698555,1783189054307
1783189054000,63244.008382618296,1783189055319
1783189055000,63249.15407224647,1783189056535
1783189056000,63251.17517744376,1783189057232
1783189057000,63253.13186451601,1783189058475
1783189058000,63254.45080467506,1783189059727
1783189059000,63254.57735343195,1783189060200
1783189060000,63255.33576020614,1783189061273
1783189061000,63254.99582138629,1783189062498
1783189062000,63252.769992598514,1783189063190
1783189063000,63251.9706545322,1783189064246
1783189064000,63251.58554991906,1783189065414
1783189065000,63251.992455167005,1783189066603
1783189066000,63252.17051784644,1783189067192
1783189067000,63251.64905360325,1783189068243
1783189068000,63251.649343469726,1783189069193
1783189069000,63251.09744213715,1783189070203
1783189070000,63249.458575,1783189071211
1783189071000,63249.713750247225,1783189072270
1783189072000,63250.85324406821,1783189073334
1783189073000,63251.94509739885,1783189074282
1783189074000,63253.268985267685,1783189075453
1783189075000,63252.78355620882,1783189076404
1783189076000,63253.390930444366,1783189076918
